genus,S_1,S_2,S_3,S_4,W_1,W_2,W_3,W_4,PETS_1,PETS_2,PETS_3,PETS_4,PETW_1,PETW_2,PETW_3,PETW_4,EVS_1,EVS_2,EVS_3,EVS_4,EVW_1,EVW_2,EVW_3,EVW_4,PETEVS_1,PETEVS_2,PETEVS_3,PETEVS_4,PETEVW_1,PETEVW_2,PETEVW_3,PETEVW_4
g__norank_f__norank_o__PB19,0,0,0,0,0,0,0,0,0.008128099,0,0.016256198,0,0,0,0,0,0,0,0,0,0,0,0.016256198,0,0,0,0,0,0,0.013546831,0,0
g__norank_f__norank_o__PeM15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002709366,0.024384297,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__Pla1_lineage,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__Planctomycetales,0,0,0,0,0,0,0,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__PLTA13,0,0,0,0,0.037931128,0,0.032512395,0.024384297,0.002709366,0.037931128,0,0.002709366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024384297,0.013546831,0.010837465
g__norank_f__norank_o__PS-B29,0,0,0,0,0,0,0,0,0.04334986,0.018965564,0.018965564,0.024384297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__R7C24,0,0,0,0,0.008128099,0,0,0,0.010837465,0.005418733,0.016256198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__RBG-13-46-9,0,0,0,0,0,0,0,0,0,0,0,0.013546831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__RBG-13-54-9,0.102955919,0.089409087,0.113793384,0.054187326,0,0,0,0.008128099,0.731528895,0.617735512,0.390148744,0.701725866,0,0,0,0,0.65566664,0.170690076,3.205180308,0.468720366,0.425370506,0.146305779,0.010837465,0.04334986,0.522907692,0,0.11650275,0,0,0,0,0
g__norank_f__norank_o__RF39,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008128099,0.018965564,0.013546831,0,0,0.162561977,0.029803029,0.04334986,0.18965564,0.157143244,0.224877401,0,0
g__norank_f__norank_o__Rhizobiales,0,0,0,0,0,0.008128099,0.013546831,0.010837465,0,0.024384297,0,0.010837465,0,0,0,0,0,0,0.010837465,0,0,0,0,0,0.054187326,0,0,0,0,0,0,0
g__norank_f__norank_o__Rhodospirillales,0,0,0.010837465,0.013546831,0.07315289,0.029803029,0.081280988,0.048768593,0,0.018965564,0,0,0,0,0,0,0.008128099,0,0.035221762,0.016256198,0.032512395,0.016256198,0.002709366,0,0.341380151,0,0.130049581,0.568966919,0.34950825,0.558129454,0.005418733,0.11650275
g__norank_f__norank_o__Rickettsiales,0,0.008128099,0.002709366,0.100246552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__Rokubacteriales,0.040640494,0.04334986,0.016256198,0,0,0,0.002709366,0,0.279064727,0.344089517,0.292611558,0.222168035,0,0,0,0,0.07315289,0.010837465,0.195074372,0.029803029,0.048768593,0.018965564,0,0.005418733,0.008128099,0,0,0,0,0,0,0
g__norank_f__norank_o__S085,0.04334986,0.130049581,0.081280988,0.010837465,0.005418733,0,0,0,0.360345715,0.563548186,0.373892547,0.395567477,0,0,0,0,0.425370506,0.040640494,2.240645913,0.105665285,0.09482782,0.016256198,0,0.018965564,0.178818174,0.013546831,0.027093663,0,0.018965564,0,0,0.013546831
g__norank_f__norank_o__Saccharimonadales,0,0.016256198,0.013546831,0,0.083990355,0.037931128,0.135468314,0.059606058,0,0.018965564,0.002709366,0,0.016256198,0.024384297,0.024384297,0.04334986,0.265517895,0.111084017,1.067490314,1.059362215,4.700750494,3.817497087,0.522907692,0.262808529,1.549757512,0.411823674,0.568966919,0.902218971,0.162561977,3.121189954,0.53916389,4.77661275
g__norank_f__norank_o__SAR202_clade,0,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0.032512395,0,0.024384297,0,0,0.016256198,0,0,0,0,0,0,0,0
g__norank_f__norank_o__S-BQ2-57_soil_group,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002709366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__SBR1031,0.04334986,0.2330055,0.146305779,0.005418733,0.008128099,0,0.005418733,0,1.173155599,0.606898047,1.414289198,1.013302988,0,0,0,0,1.097293343,0.18965564,11.92121163,0.631282343,1.192121163,0.447045436,0.013546831,0.184236907,0.04334986,0.040640494,0.214039936,0.124630849,0,0.032512395,0,0
g__norank_f__norank_o__Sh765B-TzT-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__SJA-15,0.056896692,0.111084017,0.100246552,0.067734157,0,0,0,0,1.002465523,1.110840174,1.224633558,0.839903547,0,0,0,0,0.113793384,0.010837465,0.452464169,0.086699721,0.176108808,0.102955919,0,0.008128099,0.070443523,0.056896692,0.054187326,0.081280988,0,0,0,0
g__norank_f__norank_o__SM1A07,0,0,0,0,0,0,0.010837465,0,0,0,0,0,0,0,0,0,0.054187326,0.13817768,1.953453087,0.105665285,0.067734157,0.051477959,0,0.010837465,0.09482782,0,0,0,0,0,0,0
g__norank_f__norank_o__Subgroup_12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002709366,0,0.005418733,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__Subgroup_15,0,0,0,0,0,0,0,0,0,0.002709366,0,0,0,0,0,0,0.008128099,0,0.035221762,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__Subgroup_17,0,0,0.010837465,0,0.005418733,0,0,0,0.219458669,0.051477959,0.173399442,0.208621204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__Subgroup_2,0,0,0,0,0,0,0.002709366,0,0,0,0.005418733,0,0,0,0,0,0.292611558,0,1.934487523,0.067734157,0.051477959,0.051477959,0,0.008128099,0,0,0,0,0,0,0,0
g__norank_f__norank_o__Subgroup_7,0.09482782,0.238424233,0.216749302,0.105665285,0,0,0,0.002709366,0.834484814,1.040396651,0.796553686,0.704435233,0,0,0,0,0,0,0.008128099,0,0,0,0,0,0,0,0.016256198,0,0.013546831,0.010837465,0.013546831,0
g__norank_f__norank_o__Syntrophales,0.010837465,0,0.010837465,0.008128099,0,0,0,0,0.04334986,0.048768593,0.046059227,0.048768593,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010837465,0,0,0,0,0,0
g__norank_f__norank_o__Syntrophobacterales,0,0,0.02167493,0.008128099,0,0,0,0,0.013546831,0.051477959,0.04334986,0.040640494,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__Thalassobaculales,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0.002709366,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__UASB-TL25,0,0,0,0,0,0,0,0,0,0,0.013546831,0.010837465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__vadinBA26,0.010837465,0.018965564,0.010837465,0.018965564,0,0,0,0,0.010837465,0.02167493,0.046059227,0.027093663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__Vampirovibrionales,0,0,0,0,0.029803029,0,0,0,0.002709366,0.002709366,0.008128099,0,0,0,0,0,0.157143244,0.018965564,2.107886965,0.051477959,0.005418733,0.024384297,0.005418733,0.059606058,0,0,0,0,0,0,0,0
g__norank_f__norank_o__Veillonellales-Selenomonadales,0,0,0,0,0,0,0,0,0,0,0,0.013546831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__VHS-B3-70,0,0,0,0,0,0,0,0,0,0.02167493,0.005418733,0,0,0,0,0,0.005418733,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0.02167493,0,0
g__norank_f__norank_o__Vicinamibacterales,0.11650275,0.39285811,0.230296134,0.018965564,0.051477959,0,0.040640494,0.037931128,1.731285052,0.633991709,1.706900756,1.723156954,0,0,0,0,0,0,0.013546831,0,0,0,0,0,0.062315424,0.018965564,0.02167493,0,0.013546831,0.037931128,0.037931128,0.102955919
g__norank_f__norank_o__WCHB1-41,0,0,0,0,0,0,0,0,0.002709366,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__norank_o__Zavarziniales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__NS11-12_marine_group,0,0,0,0,0,0.002709366,0,0.013546831,0,0.005418733,0,0,0.845322279,4.779322117,1.901975128,1.920940692,0.005418733,0,0.016256198,0,0.018965564,0,0,0,0.07315289,0,0,0,0,0,0,0
g__norank_f__NS9_marine_group,0,0,0,0,0.135468314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013546831,0,0
g__norank_f__Obscuribacteraceae,0,0,0,0,0.016256198,0,0.008128099,0,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024384297,0,0,0.024384297,0,0
g__norank_f__Oscillospiraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065024791,0,0.178818174,0.357636349,0.227586767,0.669213471,0,0
g__norank_f__Oxalobacteraceae,0,0.02167493,0,0.010837465,0,0,0,0,0,0.032512395,0.013546831,0.032512395,0.048768593,0.010837465,0.013546831,0,0.010837465,0,0,0,0.040640494,0.035221762,0,0.010837465,0,0,0,0,0,0,0,0
g__norank_f__Paludibacteraceae,0,0.010837465,0,0,0,0,0,0,0.010837465,0,0.005418733,0,0,0,0,0,0,0,0.008128099,0,0,0,0,0,0,0,0.032512395,0.246552331,0,0,0,0
g__norank_f__Paracaedibacteraceae,0.113793384,0.008128099,0.016256198,0.016256198,0.005418733,0.013546831,0.15985261,0.032512395,0,0.005418733,0,0,0.850741012,0.15985261,3.023652768,2.806903465,0,0,0,0,0,0,0,0,0.029803029,0,0,0,0.024384297,0,0.002709366,0.105665285
g__norank_f__Parachlamydiaceae,0,0,0,0,0,0,0,0,0,0,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__PBS-18,0,0,0,0,0,0,0,0,0,0,0,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Pedosphaeraceae,0.013546831,0.013546831,0.013546831,0,0.054187326,0,0.102955919,0.037931128,0.04334986,0.008128099,0.086699721,0.054187326,0,0,0,0,0.013546831,0,0.105665285,0.018965564,0.005418733,0.016256198,0,0,0.065024791,0,0.032512395,0,0,0,0,0
g__norank_f__Peptococcaceae,0.035221762,0.823647349,0.105665285,0,0,0,0,0,0,0,0.008128099,0.013546831,0,0,0,0,0,0,0,0,0,0,0,0,0.046059227,0.010837465,0.008128099,0.048768593,0.083990355,0.083990355,0,0
g__norank_f__Phycisphaeraceae,0,0,0.005418733,0,0.008128099,0.005418733,0.02167493,0,0.002709366,0,0,0.010837465,0,0,0,0,0.008128099,0,0.002709366,0,0,0.002709366,0,0,0.040640494,0,0,0,0,0,0,0
g__norank_f__Pirellulaceae,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Polyangiaceae,0,0,0,0,0,0.037931128,0.013546831,0,0,0.13817768,0,0.113793384,0,0,0.032512395,0.02167493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__PRD18C08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Reyranellaceae,0.018965564,0.067734157,0.02167493,0.013546831,0.178818174,0.09482782,0.238424233,0.121921483,0,0.04334986,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0.010837465,0,0
g__norank_f__Rhizobiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Rhizobiales_Incertae_Sedis,0,0.037931128,0,0,0.192365006,0.075862256,0.195074372,0.219458669,0.054187326,0.075862256,0,0,0.669213471,0.089409087,0.753203826,0.907637704,0.002709366,0.010837465,0,0,0,0.008128099,0,0.008128099,0.059606058,0.005418733,0.035221762,0,0.005418733,0.032512395,0,0.018965564
g__norank_f__Rhodanobacteraceae,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Rhodocyclaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Rhodospirillaceae,0,0,0,0,0.035221762,0,0,0.016256198,0,0.018965564,0,0.005418733,0,0,0,0,0.070443523,0.013546831,0.081280988,0.013546831,0.013546831,0.008128099,0.046059227,0.008128099,0.013546831,0,0,0,0.016256198,0.02167493,0.010837465,0.018965564
g__norank_f__Rhodothermaceae,0,0.013546831,0,0.005418733,0,0,0,0,0.013546831,0.018965564,0.04334986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Rickettsiaceae,0.105665285,0.013546831,0.040640494,0.005418733,0.002709366,0.002709366,0,0,0,0,0,0,0.406404942,0.13817768,0.260099163,0.311577122,0.016256198,0.002709366,0.010837465,0.002709366,0.010837465,0,0,0,0.04334986,0.013546831,0.013546831,0,0.002709366,0,0.024384297,0.15985261
g__norank_f__Roseiflexaceae,0.083990355,0.216749302,0.146305779,0.062315424,0,0,0.008128099,0.013546831,0.514779593,0.693597767,0.612316779,0.728819529,0,0,0,0,0.013546831,0.008128099,0.081280988,0,0.008128099,0.010837465,0,0,0.100246552,0,0,0,0,0.002709366,0,0
g__norank_f__Ruminococcaceae,0,0,0,0,0,0,0,0,0.005418733,0.010837465,0.005418733,0.018965564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024384297,0,0.07315289,0.07315289,0,0
g__norank_f__Sandaracinaceae,0.002709366,0,0,0.005418733,0,0,0,0,0.281774093,0.146305779,0.222168035,0.195074372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Saprospiraceae,0.013546831,0.051477959,0.046059227,0.024384297,0.354926983,0.075862256,0.13817768,0.132758948,0,0.102955919,0.008128099,0.010837465,0,0.005418733,0.09482782,0.067734157,0,0,0,0,0,0,0,0,0.016256198,0,0,0,0,0.024384297,0,0.027093663
g__norank_f__SB-5,0,0.081280988,0.04334986,0.010837465,0,0,0,0,0.167980709,0.21133057,0.295320924,0.230296134,0,0,0,0,0,0,0.005418733,0.010837465,0.005418733,0.010837465,0,0,0.192365006,0.051477959,0,0.040640494,0,0,0,0
g__norank_f__SC-I-84,0,0.048768593,0.035221762,0,0,0,0,0,0.363055081,0.528326424,0.430789238,0.482267198,0,0,0,0,0,0,0,0,0,0,0,0,0.037931128,0,0,0,0,0,0,0.010837465
g__norank_f__Silvanigrellaceae,0,0,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027093663,0,0,0,0,0,0.046059227
g__norank_f__Simkaniaceae,0,0,0.005418733,0,0.02167493,0,0.010837465,0.005418733,0.024384297,0,0.010837465,0,0.005418733,0.002709366,0.013546831,0.008128099,0,0,0,0.002709366,0.040640494,0.108374651,0.010837465,0,0.010837465,0,0,0,0,0,0,0
g__norank_f__SM1B06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__SM2D12,0,0.016256198,0,0,0.029803029,0,0,0.018965564,0,0.005418733,0,0,0,0.005418733,0,0,0.065024791,0.024384297,0.384730012,0.018965564,0.411823674,0.102955919,0.02167493,0.035221762,0,0,0,0,0.024384297,0.032512395,0.048768593,0.829066081
g__norank_f__Sneathiellaceae,0,0,0,0,0,0,0,0,0,0,0.002709366,0,0,0,0,0,0.016256198,0,0.005418733,0,0.02167493,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Solimonadaceae,0,0.712563331,0.065024791,0,0.135468314,0,0.146305779,0.02167493,0,0,0,0,0,0,0,0,0.029803029,0.002709366,0.018965564,0,0.013546831,0.008128099,0,0,0,0,0,0,0.013546831,0.04334986,0,0.300739657
g__norank_f__Solirubrobacteraceae,0,0,0,0,0,0,0,0,0.027093663,0,0.027093663,0.016256198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Spirochaetaceae,0,0,0,0,0,0,0,0,0,0,0.002709366,0,0,0,0,0,0.010837465,0,0.032512395,0.010837465,0.008128099,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Sporichthyaceae,0.032512395,0.029803029,0.018965564,0,0,0,0,0,0.671922837,0.915765802,0.788425587,1.007884256,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0.083990355,0.018965564,0,0,0,0,0,0
g__norank_f__Sporomusaceae,0,0,0,0,0,0,0,0,0.002709366,0,0.010837465,0.04334986,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0.013546831,0,0,0,0,0
g__norank_f__SRB2,0.04334986,0.216749302,0.124630849,0,0.197783738,0,0.013546831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013546831,0,0
g__norank_f__Steroidobacteraceae,0,0.027093663,0,0.013546831,0,0,0,0,0.083990355,0.051477959,0.078571622,0.040640494,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Sutterellaceae,0,0,0.005418733,0,0,0,0,0,0,0.002709366,0.024384297,0.013546831,0,0,0,0,0,0,0,0,0,0,0,0,0.062315424,0,0,0,0,0,0.005418733,0
g__norank_f__Symbiobacteraceae,0.005418733,0.170690076,0.157143244,0,0,0,0,0,0.37118318,0.105665285,0.284483459,0.298030291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Syntrophobacteraceae,0,0,0.02167493,0,0,0,0,0,0.018965564,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Syntrophomonadaceae,0,0,0,0,0,0,0,0,0.016256198,0.016256198,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Tepidisphaeraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__TG3,0,0,0,0,0,0,0,0,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Thermoactinomycetaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008128099,0,0.02167493,0.606898047,4.559863448,0.463301634,0.929312634,9.900024384,0.406404942,1.053943483,0,0,0,0,0,0,0,0
g__norank_f__TRA3-20,0.051477959,0.089409087,0.178818174,0.124630849,0.197783738,0.167980709,0.344089517,0.262808529,0.121921483,0.224877401,0.165271343,0.092118453,0,0,0,0,0.032512395,0,0.173399442,0.002709366,0.018965564,0.024384297,0,0,0,0.013546831,0.016256198,0,0,0.040640494,0,0.081280988
g__norank_f__type_III,0,0,0,0,0,0,0,0,0.005418733,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0
g__norank_f__UA-50,0,0,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__UBA12409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010837465,0,0,0,0,0,0,0,0,0,0,0,0.075862256,0,0,0,0
g__norank_f__UBA12411,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__UCG-010,0,0,0,0,0,0,0,0,0,0.002709366,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319705221,0,0.178818174,0.633991709,0.455173535,1.018721721,0,0
g__norank_f__unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008128099,0,0.018965564,0,0.04334986,0.051477959,0.002709366,0.013546831,0.135468314,0.024384297,0.010837465,0.04334986,0,0.162561977,0,0.162561977
g__norank_f__URHD0088,0,0,0,0,0,0,0,0,0,0,0.018965564,0.016256198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Vampirovibrionaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002709366,0,0,0,0,0,0,0,0,0
g__norank_f__Vermiphilaceae,0,0,0,0,0.024384297,0.024384297,0,0.010837465,0.008128099,0.016256198,0.013546831,0.010837465,0,0,0.013546831,0.010837465,0,0,0,0,0,0.013546831,0,0,0.09482782,0.013546831,0.018965564,0,0,0.048768593,0,0.666504105
g__norank_f__Verrucomicrobiaceae,0,0,0,0,0.013546831,0,0.024384297,0,0,0.002709366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Vicinamibacteraceae,0.146305779,0.227586767,0.165271343,0.04334986,0.062315424,0,0.005418733,0,0.460592267,0.195074372,0.56083882,0.460592267,0,0,0,0.002709366,0.013546831,0,0.013546831,0,0,0,0,0,0.111084017,0.035221762,0.024384297,0.046059227,0,0,0,0.024384297
g__norank_f__WCHB1-02,0,0.018965564,0.008128099,0,0,0,0,0,0.008128099,0,0.010837465,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__WD2101_soil_group,0,0.018965564,0,0,0.008128099,0,0.005418733,0,0.04334986,0,0.010837465,0.040640494,0,0,0,0,0.048768593,0.002709366,0.127340215,0.02167493,0.016256198,0.024384297,0.005418733,0.005418733,0,0,0.005418733,0,0,0,0,0
g__norank_f__WWH38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013546831,0.013546831,0.07315289,0,0.140887047,0.224877401,1.812566041,2.018477878,0.284483459,0.195074372,0.008128099,0,0,0.037931128,0,0.005418733,0,0
g__norank_f__WX65,0,0,0,0,0,0,0,0,0,0.032512395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__norank_f__Xanthobacteraceae,0,0,0.046059227,0,0.040640494,0.013546831,0,0.013546831,1.043106018,1.116258907,0.839903547,1.04852475,0.008128099,0,0,0,0.048768593,0,0.051477959,0,0.051477959,0,0,0,0.067734157,0,0.059606058,0,0,0,0.005418733,0.029803029
g__norank_f__Z4MB62,0,0.029803029,0.04334986,0.010837465,0,0,0,0,0,0,0,0.02167493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Nordella,0,0.008128099,0,0.024384297,0.151724512,0.09482782,0.059606058,0.09482782,0,0.070443523,0.083990355,0.065024791,0,0,0,0,0,0,0.013546831,0,0,0,0,0,0,0.013546831,0.013546831,0,0,0,0,0.018965564
g__Nostoc_PCC-7107,0,0,0,0,0,0,0,0,0.010837465,0,0,0.032512395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Nostoc_PCC-73102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Nostoc_PCC-7524,0,0,0,0,0,0,0,0,0,0.010837465,0.024384297,0.048768593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Noviherbaspirillum,0.062315424,1.086455878,0.433498605,0.102955919,0,0,0,0,0.151724512,0.287192826,0.132758948,0.108374651,0,0,0,0,0.016256198,0,0,0,0,0.013546831,0,0,0.086699721,0.029803029,0.056896692,0.081280988,0.005418733,0.130049581,0.008128099,0.016256198
g__Novosphingobium,0,0,0,0,0,0,0,0,0,0,0,0,0.260099163,0.016256198,0.555420087,0.400986209,0.048768593,0,0.032512395,0,0,0,0,0,0,0.02167493,0,0,0,0,0,0.016256198
g__Nubsella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__oc32,0,0,0.010837465,0.002709366,0.024384297,0.024384297,0.040640494,0.02167493,0.005418733,0.065024791,0.013546831,0,0,0,0,0,0.054187326,0,0.18965564,0.018965564,0.048768593,0.02167493,0,0,0,0.008128099,0.008128099,0,0,0.005418733,0,0.046059227
g__Oceanobacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Ohtaekwangia,0.008128099,0,0.018965564,0.010837465,0,0,0,0.008128099,0.010837465,0.054187326,0.040640494,0.059606058,0,0,0,0,0,0,0.013546831,0.035221762,0,0,0,0,0,0,0,0,0.002709366,0,0,0.100246552
g__Oikopleura,0,0,0,0,0,0,0.018965564,0.010837465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__OLB12,0,0,0,0,0.005418733,0,0.024384297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__OLB13,0,0,0,0,0.029803029,0,0.016256198,0,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0
g__OLB17,0,0,0,0,0,0,0,0,0,0,0,0.035221762,0,0,0,0,0,0,0.027093663,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Oligella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325123954,0.005418733,0.040640494,0,0
g__Oligoflexus,0,0.008128099,0,0,0,0,0,0,0,0.016256198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051477959,0,0,0,0,0,0,0.018965564
g__OM27_clade,0,0.02167493,0,0.013546831,0.056896692,0.010837465,0.027093663,0.024384297,0.089409087,0.151724512,0.081280988,0.075862256,0,0.054187326,0.02167493,0.086699721,0,0,0.002709366,0,0.002709366,0.013546831,0,0,0,0,0,0,0,0.046059227,0,0.016256198
g__Opitutus,0.010837465,0.013546831,0,0,0,0.002709366,0,0,0.067734157,0.083990355,0.032512395,0,0.024384297,0,0.054187326,0.070443523,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0
g__Ornithinicoccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010837465,0,0,0,0,0,0
g__Ornithinimicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018965564,0,0,0,0,0,0,0
